"","Date","BTC","XRP","ETH","LTC","BNB","ADA"
"1","2017-11-10",-0.0735541472570862,-0.0506004929007576,-0.0674106898373491,-0.0779464985513625,-0.0974145682323925,-0.153932549215362
"2","2017-11-11",-0.0393675615213103,0.019115375115627,0.0515550703384615,0.051353236809367,-0.0703290220609515,0.0117260960949888
"3","2017-11-12",-0.064101275279677,-0.0622107114004659,-0.0215234157766119,-0.0529329434064159,-0.0902620220656462,-0.126107081678026
"4","2017-11-13",0.102422396379596,0.0309264767734712,0.0286059903804381,0.0405233744530713,0.109844770973027,0.0763648496475791
"5","2017-11-14",0.0116258677548937,0.0313750356366924,0.0660371083301401,0.0208985854242505,-0.0557564833809631,0.0163515189088654
"6","2017-11-15",0.1024435879893,0.0149219587751697,-0.0126588401186323,0.0182515682933522,-0.0390121689334287,0.00819672131147531
"7","2017-11-16",0.0760230822379617,0.0664503465504611,-0.00729843392066809,0.113384435954969,0.0310170211375738,0.0429192664019664
"8","2017-11-17",-0.0206689679369321,-0.00231608889202006,0.00444211042758091,-0.0491302276587892,-0.0428158588521599,-0.0655184916606236
"9","2017-11-18",0.0105279246096397,0.00902988335297317,0.045782978786032,0.0307049090559279,0.108563521279695,0.0231249757498158
"10","2017-11-19",0.0316220271880463,0.0104493345055483,0.0194872041241383,0.0279365111273526,-0.0361696917573,0.0650384921688347
"11","2017-11-20",0.0204255102937265,0.033517158984659,0.0348321476797899,0.00926811662446414,0.00661804346344286,0.0533043725964961
"12","2017-11-21",-0.0157768037072027,-0.0229855209646547,-0.0172579549264104,-0.030787775698658,-0.0310197297546861,-0.0422906595449781
"13","2017-11-22",0.0225850789449118,0.0239549708279212,0.0561902074184306,0.0266249798991971,0.0239444493856651,0.00773032121426054
"14","2017-11-23",-0.0260227162947374,0.0148330186427976,0.0775353246002053,0.0185080706066263,-0.0391189700635955,-0.0387053837262251
"15","2017-11-24",0.0267354843421681,0.00924084784779011,0.15785079301493,0.0648003815611067,0.109130238264351,0.0341786911528932
"16","2017-11-25",0.0650896101030529,0.0316830307142681,-0.0181823748028448,0.139141189432115,0.0909117371383994,0.0727573814389402
"17","2017-11-26",0.0613849162303861,-0.0141644181890939,0.0108390438048731,-0.0325399550639583,-0.0110680036501999,0.193286694912471
"18","2017-11-27",0.0522798564065969,0.0205330804041508,0.0191479945026285,0.0660549995552029,0.0484855352835474,0.392518991522625
"19","2017-11-28",0.0244898792134669,0.178102368003402,-0.0155156141381441,0.0483730179172996,-0.0133145992238726,1.36680963769691
"20","2017-11-29",-0.0169194592097761,-0.187489971653206,-0.0959585648450028,-0.10894913267931,-0.0863695875562697,-0.250751603420631
"21","2017-11-30",0.0348875367437473,0.0321479116611263,0.0458244434609496,0.0322504707465201,0.140128915862132,0.336220156490336
"22","2017-12-01",0.0725062566789738,0.0192165116112215,0.0434475198534037,0.120829966440661,0.0366855786516573,0.0956682765696553
"23","2017-12-02",0.00902000833911787,-0.000809545598535855,-0.00662537818916187,0.0129318096192366,0.00672872096337107,0.00760551799744191
"24","2017-12-03",0.0224478170567872,-0.0114837255178244,0.00518717695812088,0.00976230534568745,0.0686559573161372,-0.00411028250636558
"25","2017-12-04",0.0294969614815681,0.00401095985872546,0.00933988410082076,0.0293591933875157,0.118724884947806,0.0308253734627142
"26","2017-12-05",0.0222609199172288,-0.0294592047197827,-0.0147234048471854,-0.0176426282666258,0.0415863995376613,-0.0616913225877678
"27","2017-12-06",0.199283339023366,-0.0550871390201584,-0.0748854206209352,-0.0199713462316861,-0.00293222363503265,-0.0756855547188754
"28","2017-12-07",0.252471694293811,-0.04180284161277,0.0135794208504847,-0.0205237569911041,0.074297925949399,-0.104702178395947
"29","2017-12-08",-0.0743196191021984,0.131503480340898,0.0497758247954878,0.270149114381655,0.0182449324628142,0.0944446024208301
"30","2017-12-09",-0.0839620120928249,-0.0294179474467029,0.0383110090545027,0.24346797459696,-0.0778049013131167,0.0358896635344044
"31","2017-12-10",0.0182630478211321,-0.0301379603445741,-0.0671190513669072,-0.0423983189498122,-0.0486739732534487,-0.0779874424165404
"32","2017-12-11",0.0958500169858203,0.0604972759793203,0.166202142688219,0.440891949659843,0.0899100818645631,0.10067010636465
"33","2017-12-12",0.0282579700965071,0.484125375957027,0.264580708209346,0.475978359649794,-0.00809118282748034,0.103045731280328
"34","2017-12-13",-0.0578339371697998,0.261074420210901,0.0788049642031943,-0.0428803454231607,0.0347704627991432,0.00291281714230229
"35","2017-12-14",0.00949530042392399,0.834707884083445,-0.00989097341389367,-0.0769128682861603,0.137014506317267,0.792904431751327
"36","2017-12-15",0.0689990576551558,-0.125056840336796,-0.0163376256698468,0.0732149615518498,0.265108872525121,-0.113336074732194
